slot_id,slot_datetime,provider_id,clinic_id,specialty,slot_status
1349,2026-07-21 13:30:00,13,3,Internal Medicine,Open
1350,2026-07-21 13:30:00,31,6,Behavioral Health,Open
1351,2026-07-21 13:30:00,8,2,Internal Medicine,Open
1352,2026-07-21 13:30:00,9,2,Family Medicine,Open
1353,2026-07-21 13:30:00,4,1,Internal Medicine,Released (Cancellation)
1354,2026-07-21 13:30:00,17,3,Cardiology,Open
1355,2026-07-21 13:30:00,1,1,Family Medicine,Open
1356,2026-07-21 13:30:00,21,4,Pediatrics,Open
1357,2026-07-21 14:00:00,15,3,Endocrinology,Open
1358,2026-07-21 14:00:00,19,4,Pediatrics,Open
1359,2026-07-21 14:00:00,13,3,Internal Medicine,Released (Cancellation)
1360,2026-07-21 14:00:00,2,1,Internal Medicine,Open
1361,2026-07-21 14:00:00,22,4,Family Medicine,Open
1362,2026-07-21 14:00:00,24,4,Family Medicine,Released (Cancellation)
1363,2026-07-21 14:30:00,20,4,Family Medicine,Open
1364,2026-07-21 14:30:00,28,5,Family Medicine,Open
1365,2026-07-21 14:30:00,18,3,Endocrinology,Open
1366,2026-07-21 14:30:00,9,2,Family Medicine,Released (Cancellation)
1367,2026-07-21 14:30:00,12,2,Internal Medicine,Open
1368,2026-07-21 14:30:00,4,1,Internal Medicine,Open
1369,2026-07-21 15:00:00,6,1,Internal Medicine,Open
1370,2026-07-21 15:00:00,19,4,Pediatrics,Released (Cancellation)
1371,2026-07-21 15:30:00,22,4,Family Medicine,Released (Cancellation)
1372,2026-07-21 15:30:00,4,1,Internal Medicine,Open
